Event ID,Timestamp,Event Type,Level,Operation,Details,User,Session ID,Transaction ID,Correlation ID
EVT-20251008115720-010,2025-10-08T11:57:20.070718,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.031559}}",SYSTEM,SESSION-20251008115720,TXN-E2EID67890-20251008115720,REFUND-20251008115549
EVT-20251008115818-001,2025-10-08T11:58:18.108628,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-002,2025-10-08T11:58:18.112646,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-003,2025-10-08T11:58:18.116650,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-004,2025-10-08T11:58:18.119655,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC01-001-20251008115818"", ""details"": {""transaction_id"": ""TXN-E2EID-AC01-001-20251008115818""}}",SYSTEM,SESSION-20251008115818,TXN-E2EID-AC01-001-20251008115818,REFUND-20251008115549
EVT-20251008115818-005,2025-10-08T11:58:18.130198,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008115818,TXN-E2EID-AC01-001-20251008115818,REFUND-20251008115549
EVT-20251008115818-006,2025-10-08T11:58:18.134192,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-007,2025-10-08T11:58:18.137197,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-008,2025-10-08T11:58:18.143006,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-009,2025-10-08T11:58:18.144998,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115818,,
EVT-20251008115818-010,2025-10-08T11:58:18.148998,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.041374}}",SYSTEM,SESSION-20251008115818,TXN-E2EID-AC01-001-20251008115818,REFUND-20251008115549
EVT-20251008115919-001,2025-10-08T11:59:19.272584,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-002,2025-10-08T11:59:19.276577,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-003,2025-10-08T11:59:19.280101,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-004,2025-10-08T11:59:19.284333,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008115919"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008115919""}}",SYSTEM,SESSION-20251008115919,TXN-E2EID67890-20251008115919,REFUND-20251008115549
EVT-20251008115919-005,2025-10-08T11:59:19.288348,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008115919,TXN-E2EID67890-20251008115919,REFUND-20251008115549
EVT-20251008115919-006,2025-10-08T11:59:19.291333,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-007,2025-10-08T11:59:19.295335,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-008,2025-10-08T11:59:19.298355,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-009,2025-10-08T11:59:19.300357,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-010,2025-10-08T11:59:19.303354,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.03077}}",SYSTEM,SESSION-20251008115919,TXN-E2EID67890-20251008115919,REFUND-20251008115549
EVT-20251008115919-001,2025-10-08T11:59:19.306355,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-002,2025-10-08T11:59:19.309349,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-003,2025-10-08T11:59:19.315901,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-004,2025-10-08T11:59:19.319892,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC01-001-20251008115919"", ""details"": {""transaction_id"": ""TXN-E2EID-AC01-001-20251008115919""}}",SYSTEM,SESSION-20251008115919,TXN-E2EID-AC01-001-20251008115919,REFUND-20251008115549
EVT-20251008115919-005,2025-10-08T11:59:19.323894,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008115919,TXN-E2EID-AC01-001-20251008115919,REFUND-20251008115549
EVT-20251008115919-006,2025-10-08T11:59:19.325890,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-007,2025-10-08T11:59:19.327930,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-008,2025-10-08T11:59:19.329933,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-009,2025-10-08T11:59:19.330922,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115919,,
EVT-20251008115919-010,2025-10-08T11:59:19.332929,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.026574}}",SYSTEM,SESSION-20251008115919,TXN-E2EID-AC01-001-20251008115919,REFUND-20251008115549
EVT-20251008115930-001,2025-10-08T11:59:30.916753,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-002,2025-10-08T11:59:30.919747,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-003,2025-10-08T11:59:30.921774,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-004,2025-10-08T11:59:30.922780,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008115930"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008115930""}}",SYSTEM,SESSION-20251008115930,TXN-E2EID67890-20251008115930,REFUND-20251008115549
EVT-20251008115930-005,2025-10-08T11:59:30.925774,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008115930,TXN-E2EID67890-20251008115930,REFUND-20251008115549
EVT-20251008115930-006,2025-10-08T11:59:30.926775,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-007,2025-10-08T11:59:30.927775,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-008,2025-10-08T11:59:30.929773,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-009,2025-10-08T11:59:30.930780,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-010,2025-10-08T11:59:30.932781,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.016028}}",SYSTEM,SESSION-20251008115930,TXN-E2EID67890-20251008115930,REFUND-20251008115549
EVT-20251008115930-001,2025-10-08T11:59:30.934783,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-002,2025-10-08T11:59:30.937346,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-003,2025-10-08T11:59:30.940345,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-004,2025-10-08T11:59:30.942338,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC01-001-20251008115930"", ""details"": {""transaction_id"": ""TXN-E2EID-AC01-001-20251008115930""}}",SYSTEM,SESSION-20251008115930,TXN-E2EID-AC01-001-20251008115930,REFUND-20251008115549
EVT-20251008115930-005,2025-10-08T11:59:30.944344,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008115930,TXN-E2EID-AC01-001-20251008115930,REFUND-20251008115549
EVT-20251008115930-006,2025-10-08T11:59:30.945346,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-007,2025-10-08T11:59:30.947341,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-008,2025-10-08T11:59:30.949344,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-009,2025-10-08T11:59:30.951340,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008115930,,
EVT-20251008115930-010,2025-10-08T11:59:30.952334,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.017551}}",SYSTEM,SESSION-20251008115930,TXN-E2EID-AC01-001-20251008115930,REFUND-20251008115549
EVT-20251008120025-001,2025-10-08T12:00:25.596981,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-002,2025-10-08T12:00:25.599980,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-003,2025-10-08T12:00:25.605983,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-004,2025-10-08T12:00:25.607976,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008120025"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008120025""}}",SYSTEM,SESSION-20251008120025,TXN-E2EID67890-20251008120025,REFUND-20251008115549
EVT-20251008120025-005,2025-10-08T12:00:25.610001,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120025,TXN-E2EID67890-20251008120025,REFUND-20251008115549
EVT-20251008120025-006,2025-10-08T12:00:25.612996,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-007,2025-10-08T12:00:25.615000,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-008,2025-10-08T12:00:25.617006,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-009,2025-10-08T12:00:25.619000,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-010,2025-10-08T12:00:25.620001,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.02402}}",SYSTEM,SESSION-20251008120025,TXN-E2EID67890-20251008120025,REFUND-20251008115549
EVT-20251008120025-001,2025-10-08T12:00:25.623012,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-002,2025-10-08T12:00:25.630514,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-003,2025-10-08T12:00:25.633516,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-004,2025-10-08T12:00:25.635510,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID-AC01-001-20251008120025"", ""details"": {""transaction_id"": ""TXN-E2EID-AC01-001-20251008120025""}}",SYSTEM,SESSION-20251008120025,TXN-E2EID-AC01-001-20251008120025,REFUND-20251008115549
EVT-20251008120025-005,2025-10-08T12:00:25.638512,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120025,TXN-E2EID-AC01-001-20251008120025,REFUND-20251008115549
EVT-20251008120025-006,2025-10-08T12:00:25.639510,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-007,2025-10-08T12:00:25.641529,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-008,2025-10-08T12:00:25.643535,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-009,2025-10-08T12:00:25.645528,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120025,,
EVT-20251008120025-010,2025-10-08T12:00:25.646535,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.023523}}",SYSTEM,SESSION-20251008120025,TXN-E2EID-AC01-001-20251008120025,REFUND-20251008115549
EVT-20251008120055-001,2025-10-08T12:00:55.554127,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008115549""}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-002,2025-10-08T12:00:55.556125,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-003,2025-10-08T12:00:55.558136,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-004,2025-10-08T12:00:55.559132,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008120055"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008120055""}}",SYSTEM,SESSION-20251008120055,TXN-E2EID67890-20251008120055,REFUND-20251008115549
EVT-20251008120055-005,2025-10-08T12:00:55.572691,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120055,TXN-E2EID67890-20251008120055,REFUND-20251008115549
EVT-20251008120055-006,2025-10-08T12:00:55.576689,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-007,2025-10-08T12:00:55.577715,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-008,2025-10-08T12:00:55.579710,CSV_OPERATION,INFO,CREDIT_CLIENT_ORIGINAL,"{""file_path"": ""Updated accounts for CREDIT_CLIENT_ORIGINAL"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-009,2025-10-08T12:00:55.581715,CSV_OPERATION,INFO,SUBMIT_CASE_TO_CLOSED,"{""file_path"": ""Updated accounts for SUBMIT_CASE_TO_CLOSED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120055,,
EVT-20251008120055-010,2025-10-08T12:00:55.583360,SYSTEM,INFO,REFUND_PROCESSING_COMPLETE,"{""description"": ""Refund processing completed successfully"", ""details"": {""processing_time_seconds"": 0.029233}}",SYSTEM,SESSION-20251008120055,TXN-E2EID67890-20251008120055,REFUND-20251008115549
EVT-20251008120233-001,2025-10-08T12:02:33.692008,SYSTEM,INFO,REFUND_PROCESSING_START,"{""description"": ""Starting refund processing"", ""details"": {""correlation_id"": ""REFUND-20251008120233""}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-002,2025-10-08T12:02:33.694018,SYSTEM,INFO,PACS004_PARSED,"{""description"": ""Successfully parsed PACS.004 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""cdtr_name"", ""cdtr_iban"", ""rtr_ccy"", ""rtr_amount"", ""rsn"", ""rsn_info""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-003,2025-10-08T12:02:33.696014,SYSTEM,INFO,PACS008_PARSED,"{""description"": ""Successfully parsed PACS.008 message"", ""details"": {""fields_parsed"": [""e2e"", ""uetr"", ""dbtr_name"", ""dbtr_iban"", ""ccy"", ""amount""]}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-004,2025-10-08T12:02:33.697014,SYSTEM,INFO,TRANSACTION_START,"{""description"": ""Starting transaction TXN-E2EID67890-20251008120233"", ""details"": {""transaction_id"": ""TXN-E2EID67890-20251008120233""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-005,2025-10-08T12:02:33.699015,SYSTEM,INFO,DECISION_ENGINE_COMPLETE,"{""description"": ""Decision engine completed with result: True"", ""details"": {""final_action"": ""SUBMIT_CASE_TO_CLOSED""}}",SYSTEM,SESSION-20251008120233,TXN-E2EID67890-20251008120233,REFUND-20251008120233
EVT-20251008120233-006,2025-10-08T12:02:33.700019,CSV_OPERATION,INFO,ATTACH_SC_LC,"{""file_path"": ""Updated accounts for ATTACH_SC_LC"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
EVT-20251008120233-007,2025-10-08T12:02:33.702005,CSV_OPERATION,INFO,SEND_NOSTRO_NOT_CREDITED,"{""file_path"": ""Updated accounts for SEND_NOSTRO_NOT_CREDITED"", ""records_affected"": 0, ""success"": true, ""error"": null, ""details"": {""accounts_affected"": []}}",SYSTEM,SESSION-20251008120233,,
